k,rep,target_R,min_target_allocation,max_target_allocation,has_negative_target_allocation,max_allocation_error,max_transfer_error,corner_error,pot_conservation_error,planted_zero_sum_error
3,61,0.6854110073201054,-0.05285860503090789,1.0187443406534389,True,1.3322676295501878e-15,1.2212453270876722e-15,0.0,7.771561172376096e-16,0.0
3,62,0.33829905740754984,0.044868281208349736,0.6716323907408832,False,5.551115123125783e-16,4.996003610813204e-16,0.0,4.440892098500626e-16,5.551115123125783e-17
3,63,0.9411946909239391,-0.31106650642072714,1.2745280242572723,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,5.551115123125783e-16,2.7755575615628914e-16
3,64,0.516332560500946,-0.17788789313930548,0.8496658938342794,True,8.881784197001252e-16,7.771561172376096e-16,0.0,6.661338147750939e-16,2.42861286636753e-17
3,65,0.6059743404697177,-0.2726410071363848,0.9382415011401903,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,4.440892098500626e-16,9.992007221626409e-16
3,66,0.721380454940654,-0.19670370670143195,1.0547137882739872,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,6.661338147750939e-16,0.0
3,67,0.27958357968471725,0.053749753648616005,0.5105438303529987,False,3.3306690738754696e-16,3.3306690738754696e-16,0.0,4.440892098500626e-16,8.326672684688674e-17
3,68,0.29545647903348526,0.03787685429984805,0.5100713919361812,False,4.440892098500626e-16,4.163336342344337e-16,1.1102230246251565e-16,6.661338147750939e-16,4.163336342344337e-17
3,69,0.2304843578288414,0.1028489755044919,0.5382600629920757,False,4.440892098500626e-16,4.996003610813204e-16,1.1102230246251565e-16,6.661338147750939e-16,2.7755575615628914e-17
3,70,0.18355532480600623,0.2225840773456022,0.5168886581393396,False,4.440892098500626e-16,4.440892098500626e-16,0.0,6.661338147750939e-16,2.7755575615628914e-17
3,71,0.6936034232780965,-0.3602700899447632,0.8334032190674705,True,7.771561172376096e-16,8.881784197001252e-16,1.1102230246251565e-16,6.661338147750939e-16,0.0
3,72,0.8227635865868901,-0.48782671190869137,1.1560969199202233,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,6.661338147750939e-16,0.0
3,73,0.7968688167521584,-0.06852494644748197,1.1302021500854917,True,8.881784197001252e-16,7.771561172376096e-16,0.0,4.440892098500626e-16,2.220446049250313e-16
