k,rep,target_R,min_target_allocation,max_target_allocation,has_negative_target_allocation,max_allocation_error,max_transfer_error,corner_error,pot_conservation_error,planted_zero_sum_error
5,38,0.8403713147377015,-0.2959833037296489,0.6104569261596458,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.9984014443252818e-15,2.220446049250313e-16
5,39,0.1680405633888594,0.0986543293089099,0.3382983888723724,False,7.771561172376096e-16,7.771561172376096e-16,0.0,1.9984014443252818e-15,3.8163916471489756e-17
5,40,0.7335288530778118,-0.11662736646076044,0.7260982945342964,True,1.6653345369377348e-15,1.7763568394002505e-15,4.440892098500626e-16,1.887379141862766e-15,0.0
5,41,0.9448682030962303,-0.43479062620862535,0.8999991374320295,True,2.1094237467877974e-15,2.220446049250313e-15,0.0,1.887379141862766e-15,1.1102230246251565e-16
5,42,0.09529808984906346,0.1548295425564233,0.28943384433897756,False,6.661338147750939e-16,6.661338147750939e-16,0.0,1.9984014443252818e-15,6.938893903907228e-18
5,43,0.623793626895756,-0.21040562527026507,0.5219415361200375,True,1.2212453270876722e-15,1.27675647831893e-15,0.0,1.887379141862766e-15,5.551115123125783e-17
5,44,0.6449748664605826,-0.33280446652332113,0.5443508957043759,True,1.2212453270876722e-15,1.27675647831893e-15,0.0,1.887379141862766e-15,6.938893903907228e-17
5,45,0.7363449824599679,-0.466039398967331,0.5887344454021295,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.9984014443252818e-15,1.1102230246251565e-16
5,46,0.6053288300509184,-0.31447804675009,0.46114524820853864,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.9984014443252818e-15,1.3877787807814457e-17
5,47,0.3228365910126499,0.07119947976334662,0.4929709530474816,False,1.1657341758564144e-15,1.1657341758564144e-15,0.0,2.1094237467877974e-15,2.220446049250313e-16
5,48,0.20537391224285334,0.0004123378142187051,0.31244149407622573,False,7.771561172376096e-16,7.771561172376096e-16,1.1102230246251565e-16,1.9984014443252818e-15,1.3877787807814457e-17
5,49,0.3425869836771037,0.010472780797572634,0.4958304667909318,False,1.1657341758564144e-15,1.1657341758564144e-15,0.0,1.9984014443252818e-15,8.326672684688674e-17
5,50,0.37767451215319897,-0.10940219681770519,0.3916393028199199,True,9.43689570931383e-16,9.71445146547012e-16,2.220446049250313e-16,2.1094237467877974e-15,2.168404344971009e-17
5,51,0.6565941425764948,-0.09425154562030597,0.7371878622313455,True,1.887379141862766e-15,1.887379141862766e-15,0.0,2.1094237467877974e-15,1.1102230246251565e-16
5,52,0.27551180454737395,0.08518239898190395,0.372992106265685,False,8.326672684688674e-16,8.326672684688674e-16,0.0,1.9984014443252818e-15,1.3877787807814457e-17
5,53,0.4320982317808315,-0.06993458265743657,0.45358764476872027,True,1.0547118733938987e-15,1.0547118733938987e-15,0.0,1.9984014443252818e-15,5.551115123125783e-17
5,54,0.32885061848710323,0.03696382566879902,0.5228851206781961,False,1.4432899320127035e-15,1.3877787807814457e-15,2.220446049250313e-16,2.1094237467877974e-15,4.336808689942018e-18
5,55,0.38908021089048617,-0.06864259330256178,0.37557081787200186,True,8.326672684688674e-16,8.326672684688674e-16,0.0,1.9984014443252818e-15,2.7755575615628914e-17
5,56,0.3086061390884196,0.04317295621598666,0.4405122523447155,False,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.9984014443252818e-15,2.7755575615628914e-17
5,57,0.22886524968916522,0.03012846994901408,0.3244709961997327,False,7.771561172376096e-16,7.771561172376096e-16,0.0,1.9984014443252818e-15,1.3877787807814457e-17
5,58,0.5046479864003829,-0.07404975388901763,0.5215842675765452,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.9984014443252818e-15,0.0
5,59,0.37364987367671887,-0.14380947705974012,0.4240060138449486,True,1.0547118733938987e-15,1.0547118733938987e-15,0.0,1.9984014443252818e-15,3.8163916471489756e-17
5,60,0.6272856058067314,-0.1421270784345089,0.5814620059471522,True,1.4432899320127035e-15,1.3877787807814457e-15,0.0,1.9984014443252818e-15,2.220446049250313e-16
5,61,0.27119091098176396,0.03739488763869739,0.39151954222068264,False,9.43689570931383e-16,9.159339953157541e-16,2.220446049250313e-16,2.1094237467877974e-15,4.85722573273506e-17
5,62,0.79975488098523,-0.2682114073352507,0.7553232024496028,True,1.887379141862766e-15,1.9984014443252818e-15,0.0,1.7763568394002505e-15,2.220446049250313e-16
5,63,0.6470424788847047,-0.44704247888470466,0.6070906637108509,True,1.4432899320127035e-15,1.4988010832439613e-15,0.0,1.9984014443252818e-15,0.0
5,64,0.7437021791951481,-0.1944908286090647,0.771783717219138,True,1.9984014443252818e-15,1.887379141862766e-15,0.0,1.887379141862766e-15,0.0
5,65,0.08620405212978621,0.16225434059828264,0.2753365272986605,False,6.106226635438361e-16,6.106226635438361e-16,0.0,1.9984014443252818e-15,6.938893903907228e-18
5,66,0.7191655751651623,-0.37174775068699956,0.8297313184871498,True,2.1094237467877974e-15,2.220446049250313e-15,4.440892098500626e-16,2.220446049250313e-15,5.551115123125783e-17
5,67,0.5091048875662048,-0.08041992015122384,0.5858989284946869,True,1.6653345369377348e-15,1.609823385706477e-15,0.0,2.1094237467877974e-15,1.3877787807814457e-17
5,68,0.22593258235876468,-0.013583991936149509,0.34789288497126325,True,8.326672684688674e-16,8.049116928532385e-16,0.0,1.9984014443252818e-15,2.0816681711721685e-17
5,69,0.12288193429571943,0.11922012784198009,0.2607701477618825,False,5.551115123125783e-16,5.759281940243e-16,1.1102230246251565e-16,1.887379141862766e-15,0.0
5,70,0.41205589371997187,-0.00517658667673071,0.4214617425579249,True,9.992007221626409e-16,9.71445146547012e-16,0.0,2.1094237467877974e-15,1.1102230246251565e-16
5,71,0.31828890917297475,-0.10918753425290234,0.31918176988430447,True,7.771561172376096e-16,7.632783294297951e-16,1.1102230246251565e-16,2.1094237467877974e-15,5.551115123125783e-17
5,72,0.855921951030196,-0.25729313914057206,0.6772204410604552,True,1.5543122344752192e-15,1.609823385706477e-15,0.0,1.7763568394002505e-15,1.6653345369377348e-16
5,73,0.4654167458662825,-0.11274333319153573,0.6136507658512785,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.7763568394002505e-15,0.0
5,74,0.9515833256692401,-0.3375283228168861,0.6418044687591382,True,1.6653345369377348e-15,1.609823385706477e-15,0.0,1.887379141862766e-15,5.551115123125783e-17
5,75,0.4003544534688919,-0.05470519342245311,0.6003544534688918,True,1.4432899320127035e-15,1.4988010832439613e-15,0.0,1.9984014443252818e-15,2.0816681711721685e-16
5,76,0.6752208596679595,-0.11705879398741548,0.7344247733370566,True,2.1094237467877974e-15,2.1094237467877974e-15,0.0,2.220446049250313e-15,3.3306690738754696e-16
5,77,0.15465742493221835,0.08141587168158311,0.3175474166745684,False,6.661338147750939e-16,6.800116025829084e-16,0.0,1.9984014443252818e-15,1.3877787807814457e-17
5,78,0.8407528522010158,-0.6059688273511894,0.704878126318577,True,1.6653345369377348e-15,1.6653345369377348e-15,0.0,1.9984014443252818e-15,1.1102230246251565e-16
5,79,0.23142056459358817,0.02337135476098584,0.33940224840989475,False,8.881784197001252e-16,8.604228440844963e-16,0.0,2.220446049250313e-15,2.7755575615628914e-17
5,80,0.80973048810624,-0.5762173503234329,0.5518483231934188,True,1.5543122344752192e-15,1.6653345369377348e-15,0.0,2.4424906541753444e-15,0.0
5,81,0.26084639807826776,0.04491516551025887,0.40494267393033034,False,9.992007221626409e-16,9.71445146547012e-16,0.0,1.9984014443252818e-15,4.163336342344337e-17
5,82,0.6074959756850093,-0.21498605795058862,0.4451122768844237,True,1.1102230246251565e-15,1.1379786002407855e-15,2.220446049250313e-16,1.9984014443252818e-15,0.0
5,83,0.31203120769444587,-0.055930083735175495,0.4049920978279782,True,9.992007221626409e-16,9.71445146547012e-16,0.0,2.1094237467877974e-15,3.729655473350135e-17
5,84,0.6485971936470758,-0.2097316538198803,0.6301490434976669,True,1.6653345369377348e-15,1.609823385706477e-15,0.0,1.9984014443252818e-15,5.551115123125783e-17
5,85,0.9159400053443848,-0.26966039193295904,1.1159400053443849,True,2.6645352591003757e-15,2.55351295663786e-15,0.0,1.6653345369377348e-15,1.1102230246251565e-16
5,86,0.2778214370820895,0.00041844741314689404,0.3237966947217156,False,7.771561172376096e-16,7.91033905045424e-16,0.0,1.9984014443252818e-15,2.7755575615628914e-17
5,87,0.8682877581440678,-0.3630041804909813,0.592253562191088,True,1.5543122344752192e-15,1.609823385706477e-15,2.220446049250313e-16,1.9984014443252818e-15,1.1102230246251565e-16
5,88,0.5073779358915628,-0.1222323897587334,0.43038666927931024,True,9.992007221626409e-16,9.992007221626409e-16,0.0,1.887379141862766e-15,2.7755575615628914e-17
5,89,0.6472018055228492,-0.37733606793404356,0.5710468111626553,True,1.4432899320127035e-15,1.4432899320127035e-15,0.0,1.9984014443252818e-15,1.3877787807814457e-17
5,90,0.953180143312889,-0.42531841331423964,0.6174741172277991,True,1.5543122344752192e-15,1.4988010832439613e-15,0.0,2.220446049250313e-15,0.0
5,91,0.821656844192283,-0.34385850213207964,0.926889084040665,True,2.220446049250313e-15,2.220446049250313e-15,0.0,1.9984014443252818e-15,2.220446049250313e-16
5,92,0.9258569438650357,-0.5779546921753764,0.8809433542256933,True,2.220446049250313e-15,2.1094237467877974e-15,0.0,1.887379141862766e-15,1.1102230246251565e-16
5,93,0.4867794849550217,-0.10959049883304661,0.6745315174866651,True,1.9984014443252818e-15,1.942890293094024e-15,0.0,1.9984014443252818e-15,2.220446049250313e-16
5,94,0.550394303483329,-0.22729436762756633,0.44025176757371,True,9.992007221626409e-16,1.0269562977782698e-15,0.0,1.9984014443252818e-15,1.1102230246251565e-16
5,95,0.6405862072444809,-0.1878403979827436,0.6380466415775065,True,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.9984014443252818e-15,0.0
5,96,0.8236004176442548,-0.2728350003316235,0.7052956787620832,True,1.887379141862766e-15,1.887379141862766e-15,0.0,1.9984014443252818e-15,5.551115123125783e-17
5,97,0.6932010884643696,-0.16062303046002552,0.7641237130110778,True,1.887379141862766e-15,1.887379141862766e-15,0.0,1.887379141862766e-15,5.551115123125783e-17
5,98,0.3020437942971507,0.03798226817982542,0.4095232842279478,False,1.1657341758564144e-15,1.1379786002407855e-15,0.0,2.220446049250313e-15,5.551115123125783e-17
5,99,0.2187968896044628,0.05942634094423613,0.4086638390910784,False,9.43689570931383e-16,9.159339953157541e-16,0.0,1.9984014443252818e-15,4.163336342344337e-17
