audit_id,official_test_index,true_class_id,true_class_name,strict_fc_seed_count,visible_agreement_seed_count,material_hidden_seed_count,correct_classification_seed_count,median_D_over_s,median_H_over_s,min_H_over_s,max_H_over_s,median_chi
30,1852,3,Dress,0,0,5,1,0.07695191111287886,5.282381143877682,2.746741947630465,8.857457379893296,0.9842161684440303
31,3313,3,Dress,0,0,5,1,0.10614191064245279,6.37960350444344,5.74769097036769,14.092994572229136,0.9844570718061991
32,5269,3,Dress,0,0,5,5,0.20710515520256667,11.517512872279166,6.44455369340352,17.430007917546234,0.9823358718623391
33,5365,3,Dress,0,0,5,5,0.07664254032656719,5.1556651589876905,3.5107092643813322,6.493620712055952,0.9799341252344759
34,6132,3,Dress,3,3,5,5,0.018202920470855415,0.8851444070504103,0.5007055219159321,1.4911573391936963,0.9758683267505006
35,6433,3,Dress,0,0,5,0,0.060451980779245046,2.095449693198355,1.3105851152065058,2.8660443826244797,0.9668689394684888
36,8177,3,Dress,0,0,5,5,0.14808112706230464,9.12266015942757,5.315685276875489,11.566934906751284,0.9869234399329946
37,8415,3,Dress,0,0,5,5,0.03342232132976199,1.1588996809979706,0.7745912119581307,1.574045346695548,0.9657142160208458
38,8439,3,Dress,0,0,5,5,0.13073065557487676,8.968527649700903,5.115623021444848,12.419023248553097,0.9877934265705974
39,8661,3,Dress,0,0,5,5,0.07738144623932765,2.073965539720115,1.8245337142992981,3.90468150715722,0.9658732564089899
40,239,4,Coat,0,0,5,0,0.18030904554607072,12.050227683922433,6.747197472192532,13.288439083369,0.9855103355861552
41,1142,4,Coat,1,1,5,0,0.02831072091253962,0.6294839718641181,0.5024981602299816,1.8212665341954215,0.9667680270824291
42,3916,4,Coat,0,0,5,5,0.0865652984418204,2.855807918674812,1.8818357744755616,5.4050914852520675,0.9707446053794705
43,5343,4,Coat,0,0,5,5,0.02651133390942204,0.8357768861373633,0.5958186110486977,1.2951718386663729,0.9760262484063587
44,6289,4,Coat,0,0,5,5,0.050450680567775685,1.9350684006685637,1.7994759738214332,4.023264373280494,0.9793684905621846
45,6993,4,Coat,0,0,5,5,0.051939044207175024,1.418895440046872,1.097513717163136,2.0645266836757545,0.9654986502894741
46,7594,4,Coat,0,0,5,5,0.042764057511521666,1.572888044045328,1.2513088460514104,3.451273939934567,0.977007431826989
47,8085,4,Coat,0,0,5,0,0.054892499044467996,1.151230001128045,1.0288675781627281,3.7754223010665546,0.9679991720020351
48,8903,4,Coat,3,3,5,5,0.019007853422424434,0.5512085636627667,0.5172485051623016,0.9260550323436025,0.9762736721646265
49,9143,4,Coat,0,0,5,5,0.05457552358210894,2.1436803426840427,1.439194395870093,2.2946911213827716,0.9691191136320024
50,1325,5,Sandal,0,0,5,5,0.17688713159285807,8.64430484191839,5.76720727457185,10.224079448332564,0.9804601476135791
51,1435,5,Sandal,0,0,5,5,0.10659243860533393,7.840640710655525,5.101143598709222,14.198074861608719,0.9864963875132442
52,3703,5,Sandal,0,0,5,5,0.11446500749899252,6.662352355643055,5.333691407636896,7.106358444129444,0.9789901392733532
53,4857,5,Sandal,0,0,5,5,0.10563729205368462,7.460052677914996,4.9792271198430855,8.656842873494398,0.9844331298136803
54,4983,5,Sandal,0,0,5,5,0.09839301474951485,6.312419559342188,3.9826227643026626,12.469415225396316,0.9844723840851287
55,6323,5,Sandal,0,0,5,5,0.13544709346752024,9.548628315214591,7.580455211393263,14.462383354500634,0.9870942055590601
56,6699,5,Sandal,0,0,5,5,0.09629167047555981,5.770567703399655,4.468142203061107,7.960102026694034,0.9836862220322045
57,6794,5,Sandal,0,0,5,5,0.17060750558682486,9.426355487133257,6.210957198998038,10.75019318363336,0.9829069263914263
58,7277,5,Sandal,0,0,5,5,0.15124758233205796,9.916057675084598,6.418396346790799,12.551444671402573,0.985328016902543
59,7584,5,Sandal,0,0,5,3,0.1613860746055276,9.068448892938099,4.476905227180982,12.197031491812865,0.9825351167619073
60,430,6,Shirt,0,0,5,5,0.06565226969007397,1.5519407732909833,0.936384411539218,1.6681817476186223,0.9516266608512366
61,3174,6,Shirt,0,0,5,0,0.048047465450394504,1.2903404953128763,0.8314840199287705,1.6666272730269984,0.9632339843289245
62,4412,6,Shirt,0,5,0,5,0.007191527258366832,0.03525008747120239,0.021810438621493438,0.04932193637352786,0.8022103886184715
63,4542,6,Shirt,1,1,5,0,0.04205070450079256,1.882237104029615,1.477537573848369,3.072436471399368,0.9768221792311018
64,5260,6,Shirt,0,0,5,4,0.19135764451129714,6.690173865569133,3.224656790192173,7.895635781129748,0.9713736369859224
65,5777,6,Shirt,0,0,5,1,0.2218479396326243,8.102286972541526,5.294451332939321,12.616999735128049,0.9733488294010987
66,6206,6,Shirt,0,0,5,5,0.10665856018405438,5.383646001904846,3.0735827087327174,7.651754974466439,0.9791042112954543
67,6466,6,Shirt,0,0,5,4,0.15229695069833032,7.63382505911868,3.717431068971214,9.442030821589636,0.9804399480888805
68,7419,6,Shirt,0,0,5,5,0.07607348673805749,2.3036704497615412,1.3816300945206021,3.569029838761155,0.9679240152811677
69,9004,6,Shirt,1,1,5,5,0.03403065905705102,0.34701779558278745,0.19086134318662976,0.7177498557090192,0.9106920428552419
70,60,7,Sneaker,0,0,5,5,0.10019124838984561,6.672524259288323,5.206703831037765,8.777584596908174,0.9838605429689428
71,1722,7,Sneaker,0,0,5,5,0.15899710990257163,6.740982422582826,5.206903808273595,8.43839326252634,0.9810458085432416
72,2164,7,Sneaker,0,0,5,5,0.10630302500915904,8.57550082985885,6.298849059306168,13.337053020044783,0.9834035127332152
73,5110,7,Sneaker,0,0,5,5,0.12819209966892045,8.169639973555794,6.116087895038356,9.324857076381543,0.9846208832953359
74,5313,7,Sneaker,0,0,5,5,0.1662036908829265,6.629653728965244,4.648950603665608,8.8071575876435,0.9754919341160738
75,5523,7,Sneaker,0,0,5,5,0.11736007277895402,6.839735788742673,4.895418485604348,8.76861696815587,0.983130881747936
76,7928,7,Sneaker,0,0,5,5,0.08074706655571637,7.940633507357979,6.280679591585058,9.499783852965331,0.9883873520755402
77,8612,7,Sneaker,0,0,5,5,0.12879034152922483,8.599159854066961,6.340539349924767,11.778442819460553,0.9852439188305396
78,8934,7,Sneaker,0,0,5,5,0.11234408851601824,7.02471834578831,5.38295321880834,10.16940930189014,0.9813028503165557
79,9879,7,Sneaker,0,0,5,5,0.14110600379431892,6.533005922919186,4.589982385285098,10.691913368998271,0.9811179991199697
80,298,8,Bag,0,0,5,5,0.10217876057346693,4.993591280243456,4.035308146138635,7.174748108050776,0.9801038393182472
81,523,8,Bag,0,0,5,5,0.1302275569507785,4.868997806013822,4.598775614846794,7.478707415911045,0.9754105317496594
82,1566,8,Bag,0,0,5,5,0.21825293257847986,13.075769652602483,8.829454933129504,15.126074380624372,0.9806926937160005
83,2304,8,Bag,0,0,5,5,0.2355175159361406,12.059931728586335,10.307029777708133,19.71893609360812,0.9804408316472807
84,4575,8,Bag,0,0,5,5,0.08921416910729703,2.905663991383109,2.4391746456594974,4.281382614234303,0.978656099662858
85,5972,8,Bag,0,0,5,5,0.12827175059630141,3.362172124000775,2.740721080739239,7.390930504624035,0.9735628574584008
86,6624,8,Bag,0,0,5,5,0.20006291789726466,5.833604892253393,4.22699487235752,8.372576975390565,0.9680884861426284
87,8070,8,Bag,0,0,5,5,0.12175071034196205,4.947605097365128,4.265355569675129,6.303137444104589,0.9731450338088902
88,9290,8,Bag,0,0,5,5,0.10269437916720028,3.6194524706096596,2.695803588974378,4.858984092384586,0.9690585956759066
89,9833,8,Bag,1,1,5,5,0.06987766746340802,1.8983044566179315,1.1742432177516788,2.802608859787417,0.9746082863880257
90,428,9,Ankle boot,0,0,5,5,0.11315260873662165,7.491356899088862,6.313553620266072,8.972552316220572,0.9848239727611828
91,623,9,Ankle boot,0,0,5,5,0.13091503793073592,9.208234862817525,6.663632294082409,10.868856110688592,0.9834575547764003
92,995,9,Ankle boot,0,0,5,5,0.12490874485778058,6.45966653019581,5.18972732503142,8.126711053722945,0.9817395011460422
93,2043,9,Ankle boot,0,0,5,5,0.12872885176402962,7.026977528807193,7.016171735460157,10.145721011087383,0.9819831150633208
94,2087,9,Ankle boot,0,0,5,5,0.13501831221313934,7.104292773869622,5.085495033116148,7.3240520888029765,0.9818987749204316
95,4442,9,Ankle boot,0,0,5,5,0.12229934940850913,4.510738619008439,3.7658564230287404,6.341054491303193,0.9715479095741902
96,4850,9,Ankle boot,0,0,5,0,0.10432788187078951,7.263227908840832,6.004161501944083,7.78377243746675,0.9839329634248082
97,6965,9,Ankle boot,0,0,5,5,0.08244168818986833,5.534361690325492,5.179560397281249,8.741256786501818,0.9844606608381774
98,9272,9,Ankle boot,0,0,5,5,0.11293429705913702,8.01168118470619,4.211623951186616,9.667369245881424,0.9829915291846715
99,9528,9,Ankle boot,0,0,5,5,0.15263765875926155,7.438029352170289,6.416156143302173,9.244092664083723,0.9789375508993555
